command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
go-to.documents,Go to Files,g f,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Files view (shift: new split); resets go-to hint state,go-to.documents,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.documents,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.markdown-documents,Go to Documents,g d,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Documents view (shift: new split); resets go-to hint state,go-to.markdown-documents,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.markdown-documents,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change. hiddenFromSidebar; opens documents view pre-filtered to markdown docs; toggles the markdown filter in place when already on documents view
go-to.tasks,Go to Tasks,g t,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Tasks view (shift: new split); resets go-to hint state,go-to.tasks,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.tasks,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.calendar,Go to Calendar,g r,command-scope-go-to,global (leader 'g'),override,calendar UI feature flag,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Calendar view (shift: new split); resets go-to hint state,go-to.calendar,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.calendar,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.channels,Go to Channels,g c,command-scope-go-to,global (leader 'g'),override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Channels view (shift: new split); resets go-to hint state,go-to.channels,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.channels,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.calls,Go to Calls,g l,command-scope-go-to,global (leader 'g'),override,ENABLE_CALLS() flag,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Calls view (shift: new split); resets go-to hint state,go-to.calls,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.calls,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
go-to.companies,Go to Customers,g o,command-scope-go-to,global (leader 'g'),override,ENABLE_CRM() flag,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate active split to the Customers view (shift: new split); resets go-to hint state,go-to.companies,"hotkey_use (global keypress tracker, debounced for repeats)",sidebar nav links,preserve,parity: go-to.companies,apps/web/src/components/app/app-sidebar/sidebar.tsx,515,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from links() loop (15 statically enumerable entries incl. flag-gated); re-registered reactively when flags change.
split.close-or-home,Go home / Close split,cmd+escape | opt+escape,split panel DOM scope (per split instance),closest DOM ancestor (global),override,not a preview-viewer split; (not unified list) or splitCount>1,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,block views: go home; unified-list views with >1 split: close split,split.close-or-home,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: split.close-or-home,apps/web/src/components/app/split-layout/registerSplitHotkeys.ts,37,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"description is dynamic (Go home vs Close split). Per-split-instance registration; one command identity, N runtime instances."
split.spotlight,Maximize split (spotlight),shift+escape,split panel DOM scope (per split instance),closest DOM ancestor (global),override,canSpotlight(splitManager),,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle spotlight (maximize) for the split,split.toggle-spotlight,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: split.spotlight,apps/web/src/components/app/split-layout/registerSplitHotkeys.ts,56,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"Per-split-instance registration; one command identity, N runtime instances."
split.back,Go back,opt+[,split panel DOM scope (per split instance),closest DOM ancestor (global),override,canGoBack(),,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate split history back,split.go-back,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: split.back,apps/web/src/components/app/split-layout/registerSplitHotkeys.ts,74,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"Per-split-instance registration; one command identity, N runtime instances."
split.forward,Go forward,opt+],split panel DOM scope (per split instance),closest DOM ancestor (global),override,canGoForward(),,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate split history forward,split.go-forward,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: split.forward,apps/web/src/components/app/split-layout/registerSplitHotkeys.ts,87,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"Per-split-instance registration; one command identity, N runtime instances."
split.focus-right,Focus split right,shift+l | shift+arrowright,split panel DOM scope (per split instance),closest DOM ancestor (global),registrationType=add,splitCount>1,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,activate the split to the right,split.focus-right,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: split.focus-right,apps/web/src/components/app/split-layout/registerSplitHotkeys.ts,100,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"'add' so multiple splits' registrations coexist. Per-split-instance registration; one command identity, N runtime instances."
split.focus-left,Focus split left,shift+h | shift+arrowleft,split panel DOM scope (per split instance),closest DOM ancestor (global),registrationType=add,splitCount>1,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,activate the split to the left,split.focus-left,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: split.focus-left,apps/web/src/components/app/split-layout/registerSplitHotkeys.ts,113,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"Per-split-instance registration; one command identity, N runtime instances."
popover-split.close,Close Popover,escape,popover-split DOM scope (per popover),closest DOM ancestor,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,close popover split (task/skill compose etc.),popover.close,"hotkey_use (global keypress tracker, debounced for repeats)",dialog dismiss,preserve,parity: popover-split.close,apps/web/src/components/app/split-layout/components/PopoverSplitRenderer.tsx,135,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
split.toggle-preview,Toggle preview,space,split panel DOM scope,global,override,not viewer split and can engage preview,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,engage/disengage preview pair for the unified list split,split.toggle-preview,"hotkey_use (global keypress tracker, debounced for repeats); preview_panel_use",Preview button,preserve,parity: split.toggle-preview,apps/web/src/components/app/split-layout/components/PreviewButton.tsx,47,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
split.close-drawer,Close References Drawer,escape,split panel DOM scope,global,override,drawer open,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,close the split drawer overlay,split.close-drawer,"hotkey_use (global keypress tracker, debounced for repeats)",drawer close button,preserve,parity: split.close-drawer,apps/web/src/components/app/split-layout/components/SplitDrawer.tsx,19,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
canvas.delete,Delete selection,delete | backspace,canvas block DOM scope (per canvas block),split scope -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,delete selected nodes/edges,canvas.delete,"hotkey_use (global keypress tracker, debounced for repeats)",canvas toolbar / context menu,preserve,parity: canvas.delete,apps/web/src/features/block-canvas/component/CanvasController.tsx,324,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
canvas.bring-to-front,Bring to front,],canvas block DOM scope (per canvas block),split scope -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reorder selection to front (no-op returns false without selection),canvas.bring-to-front,"hotkey_use (global keypress tracker, debounced for repeats)",canvas toolbar / context menu,preserve,parity: canvas.bring-to-front,apps/web/src/features/block-canvas/component/CanvasController.tsx,332,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
canvas.bring-forward,Bring forward,opt+],canvas block DOM scope (per canvas block),split scope -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reorder selection forward one step,canvas.bring-forward,"hotkey_use (global keypress tracker, debounced for repeats)",canvas toolbar / context menu,preserve,parity: canvas.bring-forward,apps/web/src/features/block-canvas/component/CanvasController.tsx,344,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
canvas.send-to-back,Send to back,[,canvas block DOM scope (per canvas block),split scope -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reorder selection to back,canvas.send-to-back,"hotkey_use (global keypress tracker, debounced for repeats)",canvas toolbar / context menu,preserve,parity: canvas.send-to-back,apps/web/src/features/block-canvas/component/CanvasController.tsx,356,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
canvas.send-backward,Send backward,opt+[,canvas block DOM scope (per canvas block),split scope -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,reorder selection backward one step,canvas.send-backward,"hotkey_use (global keypress tracker, debounced for repeats)",canvas toolbar / context menu,preserve,parity: canvas.send-backward,apps/web/src/features/block-canvas/component/CanvasController.tsx,368,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,shadows split.back's opt+[ while canvas scope active (only when selection active - otherwise falls through)
canvas.select-all,Select all,cmd+a,canvas block DOM scope (per canvas block),split scope -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,switch to select tool and select all objects,canvas.select-all,"hotkey_use (global keypress tracker, debounced for repeats)",canvas toolbar / context menu,preserve,parity: canvas.select-all,apps/web/src/features/block-canvas/component/CanvasController.tsx,380,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
